verb,cluster,x,y,z,cluster_center_x,cluster_center_y,cluster_center_z,distance_from_center
practice,19,22.13477373,-33.74298988,25.239496,9.710659017,-38.01600113,22.15526329,13.4955453
course,19,22.33405643,-33.13584864,20.23980328,9.710659017,-38.01600113,22.15526329,13.66876138
damn,19,16.65842553,-28.19851694,29.41054671,9.710659017,-38.01600113,22.15526329,14.04612377
tie,19,0.64768464,-27.02302775,21.16483851,9.710659017,-38.01600113,22.15526329,14.28159338
scratch,19,5.043293212,-41.66595515,35.22299608,9.710659017,-38.01600113,22.15526329,14.34824408
fumble,19,-2.409046943,-42.59570666,14.30327768,9.710659017,-38.01600113,22.15526329,15.14974103
sack,19,-3.436229424,-42.99233678,15.35096666,9.710659017,-38.01600113,22.15526329,15.61739559
hurt,19,10.48138458,-34.12296961,37.3537977,9.710659017,-38.01600113,22.15526329,15.70812403
home,19,18.11697591,-48.92185473,13.52066692,9.710659017,-38.01600113,22.15526329,16.25300159
camp,19,18.26959673,-50.11251929,12.16727506,9.710659017,-38.01600113,22.15526329,17.87011682
score,19,-1.406547171,-41.88650766,7.721958003,9.710659017,-38.01600113,22.15526329,18.62507438
span,19,-1.059221471,-42.07144287,6.152986383,9.710659017,-38.01600113,22.15526329,19.71065193
range,19,-0.833664863,-42.09844974,5.389318792,9.710659017,-38.01600113,22.15526329,20.22241449
thrill,20,43.55346722,-54.92296448,50.96357847,43.55814263,-53.75884379,56.90877464,6.058098403
intrigue,20,38.26754574,-55.80543585,59.26859078,43.55814263,-53.75884379,56.90877464,6.14391461
comfort,20,41.15456337,-51.13653604,51.57775202,43.55814263,-53.75884379,56.90877464,6.408860531
menace,20,46.55520972,-56.27564626,62.11920942,43.55814263,-53.75884379,56.90877464,6.516543291
delight,20,44.78717967,-56.2320496,50.83408173,43.55814263,-53.75884379,56.90877464,6.673018275
compliment,20,46.66746247,-48.39294571,53.76603872,43.55814263,-53.75884379,56.90877464,6.952519052
temper,20,38.09210509,-49.2829479,58.586106,43.55814263,-53.75884379,56.90877464,7.261174213
poise,20,37.55393438,-49.51953418,57.59119273,43.55814263,-53.75884379,56.90877464,7.381595841
dread,20,46.49914016,-57.1515167,62.82737321,43.55814263,-53.75884379,56.90877464,7.42896393
rage,20,48.09523428,-56.954011,61.91749729,43.55814263,-53.75884379,56.90877464,7.475399437
experience,20,38.8089633,-50.95132527,51.85333741,43.55814263,-53.75884379,56.90877464,7.482934586
pride,20,38.68481527,-48.72818456,53.63640357,43.55814263,-53.75884379,56.90877464,7.730799717
sense,20,38.90466067,-50.17039244,51.8657237,43.55814263,-53.75884379,56.90877464,7.743658062
acclaim,20,38.03022133,-52.47424445,51.4616142,43.55814263,-53.75884379,56.90877464,7.866362958
anger,20,49.16854676,-57.10384307,61.35560413,43.55814263,-53.75884379,56.90877464,7.901895171
charm,20,36.76781589,-50.13625421,54.30575299,43.55814263,-53.75884379,56.90877464,8.124494708
shock,20,45.9611719,-58.57617541,50.57934253,43.55814263,-53.75884379,56.90877464,8.309208406
outrage,20,49.84510457,-57.47267068,60.9133755,43.55814263,-53.75884379,56.90877464,8.327978667
praise,20,45.8737539,-46.44998328,53.63732415,43.55814263,-53.75884379,56.90877464,8.335699483
distrust,20,49.62259194,-55.60559923,62.52746404,43.55814263,-53.75884379,56.90877464,8.470992961
dismay,20,50.63812017,-57.05565727,60.20851259,43.55814263,-53.75884379,56.90877464,8.478403842
respect,20,38.9878448,-46.8909705,53.82653713,43.55814263,-53.75884379,56.90877464,8.806559707
panic,20,46.37097128,-59.53266943,50.81115863,43.55814263,-53.75884379,56.90877464,8.856070714
grace,20,36.01463113,-49.57258409,54.7782601,43.55814263,-53.75884379,56.90877464,8.886418182
disdain,20,50.9674505,-54.28878215,61.79801115,43.55814263,-53.75884379,56.90877464,8.892879825
despair,20,48.02837459,-58.41614761,63.160001,43.55814263,-53.75884379,56.90877464,8.986171797
envy,20,51.28071167,-53.63416082,61.7489951,43.55814263,-53.75884379,56.90877464,9.114897289
honor,20,39.08971821,-46.03458959,53.9294677,43.55814263,-53.75884379,56.90877464,9.407825971
desire,20,38.64424821,-49.29299941,50.24004272,43.55814263,-53.75884379,56.90877464,9.410744377
curse,20,48.09995299,-47.20049644,61.99155931,43.55814263,-53.75884379,56.90877464,9.459104684
disillusion,20,47.90701258,-58.94212852,63.6938643,43.55814263,-53.75884379,56.90877464,9.582095395
consummate,20,35.16604832,-49.35203094,55.04200931,43.55814263,-53.75884379,56.90877464,9.660851889
shame,20,48.43349651,-47.12898796,62.09891766,43.55814263,-53.75884379,56.90877464,9.729421798
encounter,20,47.35393166,-56.51294925,48.16798351,43.55814263,-53.75884379,56.90877464,9.919402241
distress,20,50.26993548,-59.56854997,61.36295299,43.55814263,-53.75884379,56.90877464,9.931795107
wave,20,45.06117797,-61.30461079,49.6189398,43.55814263,-53.75884379,56.90877464,10.59902857
yearn,20,43.55316632,-46.68439037,48.57039942,43.55814263,-53.75884379,56.90877464,10.93510024
ridicule,20,50.4867309,-46.47724976,63.25555775,43.55814263,-53.75884379,56.90877464,11.88732951
love,20,43.07678821,-43.79976164,50.22792818,43.55814263,-53.75884379,56.90877464,12.00203019
cherish,20,43.09337414,-43.68778545,50.2183311,43.55814263,-53.75884379,56.90877464,12.09976283
crowd,20,44.05186793,-63.07357281,48.91301982,43.55814263,-53.75884379,56.90877464,12.2857656
bully,20,51.10997469,-46.07654737,63.65645145,43.55814263,-53.75884379,56.90877464,12.7113724
contrast,20,29.59485342,-56.01319999,54.7401386,43.55814263,-53.75884379,56.90877464,14.30938677
utter,20,48.70756599,-55.3377893,70.18367283,43.55814263,-53.75884379,56.90877464,14.32593983
buzz,20,38.91714901,-66.5049772,50.47752052,43.55814263,-53.75884379,56.90877464,15.01212071
silence,20,49.03171662,-54.92040112,71.34365959,43.55814263,-53.75884379,56.90877464,15.48144474
hype,20,38.4046091,-67.08389628,50.63357561,43.55814263,-53.75884379,56.90877464,15.60429602
dissent,20,49.16557916,-54.2491162,71.51779839,43.55814263,-53.75884379,56.90877464,15.65590261
hint,20,28.24019501,-56.15580982,54.63841528,43.55814263,-53.75884379,56.90877464,15.66969997
tinge,20,27.88399835,-56.22430469,54.67732268,43.55814263,-53.75884379,56.90877464,16.02300453
worship,20,49.16651849,-55.89294682,72.41459213,43.55814263,-53.75884379,56.90877464,16.62644435
stuff,20,37.34209693,-68.07792384,50.51605416,43.55814263,-53.75884379,56.90877464,16.8683773
frequent,21,21.19005753,-18.87317052,49.87788999,20.1364705,-19.05774981,48.27753246,1.924905027
direct,21,21.86369578,-19.25842867,50.05074552,20.1364705,-19.05774981,48.27753246,2.483518411
free,21,16.9600458,-18.43281549,48.62764962,20.1364705,-19.05774981,48.27753246,3.256193914
major,21,23.28719434,-19.85545771,49.76715558,20.1364705,-19.05774981,48.27753246,3.575244837
open,21,16.18704803,-18.07379264,48.05114106,20.1364705,-19.05774981,48.27753246,4.076439947
key,21,24.43728605,-20.22965009,49.82356999,20.1364705,-19.05774981,48.27753246,4.71811368
ready,21,15.82918225,-18.96287206,50.396838,20.1364705,-19.05774981,48.27753246,4.801373741
secure,21,16.69496167,-15.82682578,47.10246693,20.1364705,-19.05774981,48.27753246,4.864527945
clear,21,19.72287933,-20.66878832,52.95984173,20.1364705,-19.05774981,48.27753246,4.968955914
single,21,25.3470427,-20.16603343,51.10607982,20.1364705,-19.05774981,48.27753246,6.031503578
unlock,21,26.01857861,-21.38627382,47.93067135,20.1364705,-19.05774981,48.27753246,6.335734568
welcome,21,14.92660195,-20.34934956,52.55013896,20.1364705,-19.05774981,48.27753246,6.860475676
become,21,13.40014961,-18.8328175,45.21917767,20.1364705,-19.05774981,48.27753246,7.401496315
equal,21,24.32805853,-16.52438537,54.34623934,20.1364705,-19.05774981,48.27753246,7.798496568
appropriate,21,25.31047861,-17.50039802,54.6902577,20.1364705,-19.05774981,48.27753246,8.385627557
shy,21,11.73859809,-18.59998748,47.28578258,20.1364705,-19.05774981,48.27753246,8.468611174
brief,21,13.96545469,-22.5328603,53.27214027,20.1364705,-19.05774981,48.27753246,8.666252724
reach,21,11.82144343,-17.62284628,45.17190347,20.1364705,-19.05774981,48.27753246,8.991304402
fell,21,11.36222891,-19.85602768,44.84296586,20.1364705,-19.05774981,48.27753246,9.456257763
correct,21,26.63855626,-18.21751094,55.40273556,20.1364705,-19.05774981,48.27753246,9.682543041
long,21,16.50979605,-24.74660011,55.33873583,20.1364705,-19.05774981,48.27753246,9.766083063
short,21,16.50560852,-24.69822492,55.41674539,20.1364705,-19.05774981,48.27753246,9.796248239
exact,21,27.16482664,-18.41012653,55.21041308,20.1364705,-19.05774981,48.27753246,9.893535242
approximate,21,28.01695643,-18.63780733,55.16331103,20.1364705,-19.05774981,48.27753246,10.47341189
complete,21,21.91764185,-8.684593662,49.34917856,20.1364705,-19.05774981,48.27753246,10.57938397
fast,21,16.52365659,-26.43226512,55.25709662,20.1364705,-19.05774981,48.27753246,10.77730097
present,21,21.95195841,-7.926364077,49.03960633,20.1364705,-19.05774981,48.27753246,11.3041807
array,21,28.59149947,-15.09910552,41.25448672,20.1364705,-19.05774981,48.27753246,11.68253187
separate,21,27.49060229,-14.00941632,40.3494678,20.1364705,-19.05774981,48.27753246,11.93411641
alternate,21,27.623706,-14.12524252,40.33868329,20.1364705,-19.05774981,48.27753246,11.97554381
render,21,21.98092175,-6.374520421,48.48490205,20.1364705,-19.05774981,48.27753246,12.81831932
substitute,21,27.09213731,-13.65731515,37.6972817,20.1364705,-19.05774981,48.27753246,13.76545318
spare,21,21.15726705,-29.03019614,37.01572628,20.1364705,-19.05774981,48.27753246,15.07713467
own,21,20.97617519,-28.73380039,35.5782393,20.1364705,-19.05774981,48.27753246,15.98759224
sacrifice,21,20.86212653,-28.64709332,34.78485529,20.1364705,-19.05774981,48.27753246,16.56908033
command,22,12.13618623,-19.15935467,0.770528584,15.05825876,-19.2213597,-0.128948898,3.05800789
power,22,11.36277168,-18.5195601,0.159784891,15.05825876,-19.2213597,-0.128948898,3.772600517
leverage,22,11.58850012,-18.42405763,-4.291715513,15.05825876,-19.2213597,-0.128948898,5.477548861
favor,22,15.04432939,-17.70028402,-5.426070923,15.05825876,-19.2213597,-0.128948898,5.511203771
combat,22,11.59088607,-13.08053391,0.949695806,15.05825876,-19.2213597,-0.128948898,7.134135491
lead,22,11.81040305,-12.28589649,3.769641552,15.05825876,-19.2213597,-0.128948898,8.593498953
wield,22,9.265522993,-18.3165947,-7.625828746,15.05825876,-19.2213597,-0.128948898,9.517226215
exercise,22,9.351989689,-20.33581716,-8.030288014,15.05825876,-19.2213597,-0.128948898,9.809927724
pose,22,12.3072141,-10.58441995,5.534633133,15.05825876,-19.2213597,-0.128948898,10.68836454
object,22,12.30717675,-10.36302006,6.753696712,15.05825876,-19.2213597,-0.128948898,11.5503006
predicate,22,12.26689143,-10.14622253,7.909287428,15.05825876,-19.2213597,-0.128948898,12.44038141
handicap,22,20.77965225,-33.20773873,4.597155851,15.05825876,-19.2213597,-0.128948898,15.83316796
size,22,17.97437374,-34.24562778,4.466714359,15.05825876,-19.2213597,-0.128948898,15.97975215
stroke,22,20.73349255,-34.36306736,2.61907484,15.05825876,-19.2213597,-0.128948898,16.40217132
structure,22,13.7843235,-37.10878878,2.789847881,15.05825876,-19.2213597,-0.128948898,18.16872051
care,22,28.36912586,-9.582464942,-7.89373582,15.05825876,-19.2213597,-0.128948898,18.17634152
undergo,22,21.41426841,2.301021608,-13.97481537,15.05825876,-19.2213597,-0.128948898,26.36891682
book,23,52.51383074,-42.83421309,22.69495188,52.94552863,-44.60915102,21.09208107,2.430218623
stunt,23,52.88608299,-47.20324058,21.95743054,52.94552863,-44.60915102,21.09208107,2.735263091
film,23,52.33736293,-46.85737979,22.78329227,52.94552863,-44.60915102,21.09208107,2.878296967
catalogue,23,51.81263653,-41.843345,21.12616461,52.94552863,-44.60915102,21.09208107,2.989028127
catalog,23,51.7871655,-41.80937647,21.06773139,52.94552863,-44.60915102,21.09208107,3.030038873
script,23,51.62923313,-46.99516313,23.77208024,52.94552863,-44.60915102,21.09208107,3.822052223
headline,23,53.16971454,-42.01766672,24.46907108,52.94552863,-44.60915102,21.09208107,4.262641399
subtitle,23,55.91080434,-42.63736628,23.51666745,52.94552863,-44.60915102,21.09208107,4.308063855
piece,23,50.80198121,-47.33642501,24.18532281,52.94552863,-44.60915102,21.09208107,4.647683661
print,23,50.50589498,-40.37347035,18.46828275,52.94552863,-44.60915102,21.09208107,5.5477131
critique,23,52.9723514,-47.9004832,26.22208687,52.94552863,-44.60915102,21.09208107,6.09512482
reprise,23,53.80681391,-41.17591932,26.35814868,52.94552863,-44.60915102,21.09208107,6.345105219
puzzle,23,48.51903955,-48.92289893,24.76501163,52.94552863,-44.60915102,21.09208107,7.189759767
eclipse,23,53.80287457,-40.83048153,28.2472794,52.94552863,-44.60915102,21.09208107,8.136968002
star,23,52.2530291,-52.8457569,18.74148988,52.94552863,-44.60915102,21.09208107,8.593399268
tape,23,48.58708778,-38.57356569,15.59942819,52.94552863,-44.60915102,21.09208107,9.251677276
videotape,23,48.54884278,-38.53768586,15.54289976,52.94552863,-44.60915102,21.09208107,9.326679409
plot,23,46.63777836,-50.66018321,24.7962486,52.94552863,-44.60915102,21.09208107,9.493342987
remark,23,60.9449248,-39.16453257,24.5090332,52.94552863,-44.60915102,21.09208107,10.26205491
code,23,59.87682063,-41.63688892,13.69750037,52.94552863,-44.60915102,21.09208107,10.56205352
phrase,23,63.1161185,-42.21438333,16.72013191,52.94552863,-44.60915102,21.09208107,11.32650652
parody,23,63.76782439,-47.63525434,19.29444135,52.94552863,-44.60915102,21.09208107,11.38028539
word,23,63.22492666,-42.00943655,16.55237845,52.94552863,-44.60915102,21.09208107,11.53401227
verse,23,64.11429127,-47.78398272,19.2386254,52.94552863,-44.60915102,21.09208107,11.75823598
preview,23,51.78111994,-34.21098995,26.55515152,52.94552863,-44.60915102,21.09208107,11.80350541
quip,23,63.96284858,-40.35839583,24.59745361,52.94552863,-44.60915102,21.09208107,12.31819367
retort,23,64.00012522,-40.34718004,24.60353178,52.94552863,-44.60915102,21.09208107,12.35713513
lecture,23,51.56288405,-33.61085934,26.7149064,52.94552863,-44.60915102,21.09208107,12.42941231
rhyme,23,64.90869261,-48.01693683,19.15896824,52.94552863,-44.60915102,21.09208107,12.58837645
tune,23,62.70125279,-53.09084626,20.08029833,52.94552863,-44.60915102,21.09208107,12.96676569
host,23,59.23445908,-55.62184489,17.24348705,52.94552863,-44.60915102,21.09208107,13.25299017
pop,23,61.96326486,-54.41847297,19.27829453,52.94552863,-44.60915102,21.09208107,13.44738583
spell,23,64.71451465,-40.65145041,15.72608351,52.94552863,-44.60915102,21.09208107,13.52650568
band,23,60.71974655,-55.36776326,17.75910005,52.94552863,-44.60915102,21.09208107,13.68557504
rock,23,61.45854471,-55.14792081,18.51049325,52.94552863,-44.60915102,21.09208107,13.79136351
pronounce,23,65.17067919,-40.23524805,15.48079741,52.94552863,-44.60915102,21.09208107,14.14467524
dance,23,61.8293165,-54.83146575,16.4021559,52.94552863,-44.60915102,21.09208107,14.33222955
audition,23,50.75019991,-31.70289418,27.26062606,52.94552863,-44.60915102,21.09208107,14.472107
rap,23,61.73428777,-55.92522815,18.26784106,52.94552863,-44.60915102,21.09208107,14.60384267
segue,23,63.53808277,-52.8947536,14.92382354,52.94552863,-44.60915102,21.09208107,14.79529704
page,23,38.52312996,-47.89939391,21.39706945,52.94552863,-44.60915102,21.09208107,14.79609068
interview,23,50.39458735,-31.1009327,27.51118602,52.94552863,-44.60915102,21.09208107,15.17182164
number,23,38.11820435,-47.84461035,18.51236909,52.94552863,-44.60915102,21.09208107,15.39391621
chart,23,38.00597239,-48.01284102,23.40959794,52.94552863,-44.60915102,21.09208107,15.49665547
list,23,37.84539142,-48.21549394,18.65216264,52.94552863,-44.60915102,21.09208107,15.71537638
map,23,37.79736617,-48.11088038,24.31999661,52.94552863,-44.60915102,21.09208107,15.87918049
contact,23,49.78255048,-30.22388599,28.0553932,52.94552863,-44.60915102,21.09208107,16.2919611
chronicle,23,62.59175765,-36.55871402,31.51271925,52.94552863,-44.60915102,21.09208107,16.32326469
lament,23,62.59655485,-36.55815899,31.51144933,52.94552863,-44.60915102,21.09208107,16.32556323
couple,23,37.60931765,-50.09471843,18.23871501,52.94552863,-44.60915102,21.09208107,16.53579496
spy,23,39.32004599,-47.31881319,12.11487925,52.94552863,-44.60915102,21.09208107,16.54044131
search,23,38.61314996,-46.38592932,12.57511366,52.94552863,-44.60915102,21.09208107,16.76641743
link,23,37.93537724,-44.85726346,12.07655649,52.94552863,-44.60915102,21.09208107,17.51130743
glimpse,23,37.85907559,-52.86570295,17.6668877,52.94552863,-44.60915102,21.09208107,17.53578241
draft,23,35.58850927,-47.01347867,17.52197305,52.94552863,-44.60915102,21.09208107,17.88274542
provide,24,-2.819312697,11.75456292,-27.4146498,-1.057379647,13.30449973,-28.58993899,2.624503163
employ,24,-1.346552871,10.45471146,-27.53033176,-1.057379647,13.30449973,-28.58993899,3.054125379
deliver,24,-0.678727977,14.70853984,-24.60494835,-1.057379647,13.30449973,-28.58993899,4.242034431
produce,24,-1.240459781,14.6293992,-24.52466847,-1.057379647,13.30449973,-28.58993899,4.279637994
contain,24,-1.695005826,13.47549603,-23.05370859,-1.057379647,13.30449973,-28.58993899,5.575451009
receive,24,-6.415133649,9.634234795,-27.08333826,-1.057379647,13.30449973,-28.58993899,6.666799711
earn,24,-6.563713558,9.58462011,-27.06924992,-1.057379647,13.30449973,-28.58993899,6.81686972
gain,24,-7.176096863,18.09059821,-24.48762656,-1.057379647,13.30449973,-28.58993899,8.78489649
possess,24,3.273208356,4.054133833,-30.30019989,-1.057379647,13.30449973,-28.58993899,10.35607329
use,24,4.130632279,4.105011921,-31.77243039,-1.057379647,13.30449973,-28.58993899,11.0306072
develop,24,7.60475522,20.30831867,-29.98562332,-1.057379647,13.30449973,-28.58993899,11.22648631
amass,24,7.748328108,6.028455494,-27.07817531,-1.057379647,13.30449973,-28.58993899,11.52244497
manufacture,24,5.182355717,3.35047992,-30.5271322,-1.057379647,13.30449973,-28.58993899,11.90670086
retain,24,-11.01290451,20.14083265,-25.5495167,-1.057379647,13.30449973,-28.58993899,12.45359751
reassert,24,-9.50442781,22.24686265,-26.23961657,-1.057379647,13.30449973,-28.58993899,12.52367729
re-establish,24,-10.51772802,21.65929248,-27.90004814,-1.057379647,13.30449973,-28.58993899,12.64028095
regain,24,-10.29483064,21.44309378,-25.71432868,-1.057379647,13.30449973,-28.58993899,12.64264009
establish,24,-10.61316816,21.73459902,-28.79212706,-1.057379647,13.30449973,-28.58993899,12.74443204
maintain,24,-11.70690669,19.96009495,-26.39073677,-1.057379647,13.30449973,-28.58993899,12.74934761
utilize,24,6.516085183,23.7175747,-29.1739166,-1.057379647,13.30449973,-28.58993899,12.88916326
designate,24,-10.74000499,22.12538378,-30.372361,-1.057379647,13.30449973,-28.58993899,13.21885991
incorporate,24,8.2988861,22.70353657,-28.78516881,-1.057379647,13.30449973,-28.58993899,13.26347304
advertise,24,6.630101305,2.030057275,-31.51086016,-1.057379647,13.30449973,-28.58993899,13.95500614
popularize,24,7.113845138,13.33307473,-39.96430239,-1.057379647,13.30449973,-28.58993899,14.00520881
publicize,24,10.93268623,13.16138481,-37.51033533,-1.057379647,13.30449973,-28.58993899,14.94508723
complement,24,9.441212512,23.98212197,-28.76430233,-1.057379647,13.30449973,-28.58993899,14.97539504
assemble,24,12.3073655,10.11766894,-36.23049332,-1.057379647,13.30449973,-28.58993899,15.72101694
organize,24,12.32531903,11.46070764,-36.80779131,-1.057379647,13.30449973,-28.58993899,15.8123145
reclaim,24,-11.47904686,24.57251779,-23.93100491,-1.057379647,13.30449973,-28.58993899,16.04010739
prepare,24,13.01104084,8.886066255,-36.16996282,-1.057379647,13.30449973,-28.58993899,16.58010165
recapture,24,-11.83588377,25.12567345,-23.55553138,-1.057379647,13.30449973,-28.58993899,16.77085446
arrange,24,-9.202059338,0.340343017,-20.45562234,-1.057379647,13.30449973,-28.58993899,17.33702033
obtain,24,-8.786350492,-1.431865213,-21.84524589,-1.057379647,13.30449973,-28.58993899,17.95517549
procure,24,-8.770160959,-1.520508745,-21.91229234,-1.057379647,13.30449973,-28.58993899,17.99607837
elude,24,-12.92656949,26.86029843,-22.46576762,-1.057379647,13.30449973,-28.58993899,19.03005047
oversee,24,19.5599593,12.50216452,-34.48996438,-1.057379647,13.30449973,-28.58993899,21.45993259
supervise,24,19.71705815,12.58778215,-34.26104621,-1.057379647,13.30449973,-28.58993899,21.54651728
bypass,24,-9.424366932,-6.607008352,-26.93330485,-1.057379647,13.30449973,-28.58993899,21.66146502
return,24,-6.999883672,-7.329786778,-24.97742039,-1.057379647,13.30449973,-28.58993899,21.77469688
outrun,24,-14.62441873,28.9243633,-20.9781374,-1.057379647,13.30449973,-28.58993899,22.04504958
monitor,24,20.58199175,13.09646467,-32.86763371,-1.057379647,13.30449973,-28.58993899,22.05911025
observe,24,21.26274131,13.62213339,-31.4717144,-1.057379647,13.30449973,-28.58993899,22.50762805
win,24,-21.48104309,22.63446469,-15.17662074,-1.057379647,13.30449973,-28.58993899,26.15514062
outdo,24,-24.20743214,24.43209836,-17.73655099,-1.057379647,13.30449973,-28.58993899,27.88448337
muster,25,32.61440054,2.940141509,-57.63722567,27.94277368,3.161278798,-60.53121832,5.499835691
overrule,25,32.83321692,5.843506763,-58.49823013,27.94277368,3.161278798,-60.53121832,5.93665081
repeal,25,32.09247809,4.893801358,-55.1292318,27.94277368,3.161278798,-60.53121832,7.028736688
declare,25,23.71185071,7.026760057,-65.02132125,27.94277368,3.161278798,-60.53121832,7.280362551
veto,25,34.6448848,3.798775441,-57.03977634,27.94277368,3.161278798,-60.53121832,7.583855382
vote,25,35.68453225,3.403512605,-56.75156882,27.94277368,3.161278798,-60.53121832,8.618541249
ratify,25,27.53209196,9.088427619,-66.8192203,27.94277368,3.161278798,-60.53121832,8.650937609
sue,25,24.07928445,-7.246491958,-63.7145255,27.94277368,3.161278798,-60.53121832,11.54909892
uphold,25,32.39344857,12.66414179,-54.77056468,27.94277368,3.161278798,-60.53121832,11.97071603
forfeit,25,20.16145964,-5.893569673,-61.66084612,27.94277368,3.161278798,-60.53121832,11.99229703
solicit,25,26.01185919,-8.764070393,-61.22363224,27.94277368,3.161278798,-60.53121832,12.10048847
vacate,25,18.27764995,-1.904930875,-66.91044279,27.94277368,3.161278798,-60.53121832,12.64023742
renew,25,18.67355972,-3.576850493,-67.04815789,27.94277368,3.161278798,-60.53121832,13.18298961
renounce,25,14.40326242,3.459446616,-58.9547206,27.94277368,3.161278798,-60.53121832,13.63424418
surrender,25,15.82050789,-2.835693218,-57.12715047,27.94277368,3.161278798,-60.53121832,13.94635003
abandon,25,13.58957163,4.791701193,-59.21872447,27.94277368,3.161278798,-60.53121832,14.50501039
forsake,25,13.32895317,5.200682668,-59.30104029,27.94277368,3.161278798,-60.53121832,14.80662879
update,25,31.27112032,12.23978084,-72.05730632,27.94277368,3.161278798,-60.53121832,15.04485943
adopt,25,29.37901267,6.628010399,-45.67479134,27.94277368,3.161278798,-60.53121832,15.32300339
restate,25,15.90731053,-6.778404428,-59.06811426,27.94277368,3.161278798,-60.53121832,15.6777023
shelve,25,24.4304649,11.64280516,-73.7599888,27.94277368,3.161278798,-60.53121832,16.1019555
negotiate,25,22.79673626,-7.050609972,-72.01393536,27.94277368,3.161278798,-60.53121832,16.20546711
propose,25,32.73257948,5.395571816,-45.15068793,27.94277368,3.161278798,-60.53121832,16.26330286
renegotiate,25,21.3889241,-7.259108636,-71.38072683,27.94277368,3.161278798,-60.53121832,16.40881634
recommend,25,33.51854512,5.113008962,-44.94679136,27.94277368,3.161278798,-60.53121832,16.66651857
consider,25,33.82479806,5.060408158,-44.69471319,27.94277368,3.161278798,-60.53121832,16.99999405
approve,25,37.41674541,3.385843962,-46.36494875,27.94277368,3.161278798,-60.53121832,17.04376024
refresh,25,33.1457881,13.5378654,-73.16050854,27.94277368,3.161278798,-60.53121832,17.15353841
recharge,25,33.44437295,13.75875931,-73.35011664,27.94277368,3.161278798,-60.53121832,17.51851426
redo,25,23.17727144,14.28127623,-73.20674402,27.94277368,3.161278798,-60.53121832,17.52236589
accept,25,39.85560553,5.333561747,-47.52197475,27.94277368,3.161278798,-60.53121832,17.77286679
proclaim,25,34.23100699,19.57968275,-55.02086973,27.94277368,3.161278798,-60.53121832,18.42470646
disapprove,25,40.10015187,3.656752336,-46.38133173,27.94277368,3.161278798,-60.53121832,18.66190314
dismiss,25,43.1840426,7.414326295,-49.71711433,27.94277368,3.161278798,-60.53121832,19.16584296
pursue,25,17.82027631,6.050655572,-44.51298843,27.94277368,3.161278798,-60.53121832,19.16760653
undertake,25,18.34352967,6.34353997,-44.09597193,27.94277368,3.161278798,-60.53121832,19.29739867
affirm,25,34.59298238,20.36561523,-54.7900109,27.94277368,3.161278798,-60.53121832,19.31776204
endorse,25,42.22423708,5.619461666,-47.28861873,27.94277368,3.161278798,-60.53121832,19.63082534
oppose,25,42.55384496,5.676957909,-47.18102017,27.94277368,3.161278798,-60.53121832,19.95093571
reaffirm,25,35.31849466,20.78673616,-54.69414297,27.94277368,3.161278798,-60.53121832,19.97822453
vindicate,25,32.99372472,21.55768875,-54.56603262,27.94277368,3.161278798,-60.53121832,19.9880826
devise,25,21.95950311,8.313954068,-41.8763733,27.94277368,3.161278798,-60.53121832,20.25716742
reiterate,25,36.19220186,21.26756701,-54.59336039,27.94277368,3.161278798,-60.53121832,20.76412519
administer,25,24.36093667,9.231852395,-40.90636577,27.94277368,3.161278798,-60.53121832,20.85224826
forgo,25,26.64594519,-17.76395143,-64.784204,27.94277368,3.161278798,-60.53121832,21.39240313
reconsider,25,38.21867403,3.791006484,-79.63510688,27.94277368,3.161278798,-60.53121832,21.70136501
revisit,25,40.69385957,4.685077101,-79.87409885,27.94277368,3.161278798,-60.53121832,23.21764803
reschedule,25,27.18331068,-19.42783885,-65.85990664,27.94277368,3.161278798,-60.53121832,23.22154042
re-examine,25,39.96837393,3.867419572,-80.50935487,27.94277368,3.161278798,-60.53121832,23.32894417
rethink,25,39.18911842,2.97938763,-81.39112511,27.94277368,3.161278798,-60.53121832,23.69913639
reassess,25,40.09849608,3.254787495,-81.36077302,27.94277368,3.161278798,-60.53121832,24.11722787
re-evaluate,25,40.17061529,3.092648729,-81.63845198,27.94277368,3.161278798,-60.53121832,24.39344447
immortalize,26,31.34398601,55.79622892,-35.78873396,29.15330951,49.18060317,-39.26338459,7.787089617
baptize,26,31.18528722,56.77154462,-36.26070274,29.15330951,49.18060317,-39.26338459,8.4123376
embroider,26,34.52359483,54.83153497,-34.50037959,29.15330951,49.18060317,-39.26338459,9.135601316
embellish,26,31.79920546,55.17150122,-32.25102845,29.15330951,49.18060317,-39.26338459,9.595038487
sew,26,36.9134059,54.98812923,-36.33735807,29.15330951,49.18060317,-39.26338459,10.1246277
stitch,26,37.71915351,55.35124147,-36.52154626,29.15330951,49.18060317,-39.26338459,10.90725162
reinterpret,26,20.55703009,56.42640472,-39.39457145,29.15330951,49.18060317,-39.26338459,11.24343676
etch,26,34.12742545,56.71225167,-31.8583822,29.15330951,49.18060317,-39.26338459,11.67482843
retrace,26,34.35650789,42.21242878,-30.1495137,29.15330951,49.18060317,-39.26338459,12.5972763
enshrine,26,18.98117299,57.4578301,-40.23412943,29.15330951,49.18060317,-39.26338459,13.15017843
codify,26,18.79319178,57.59280373,-40.31331184,29.15330951,49.18060317,-39.26338459,13.38654193
affix,26,35.16563829,58.50860413,-29.96765822,29.15330951,49.18060317,-39.26338459,14.47654062
