verb,cluster,x,y,z,cluster_center_x,cluster_center_y,cluster_center_z,distance_from_center
dredge,38,-60.75874456,-23.70073846,39.76645094,-60.67169292,-17.17791371,37.89967403,6.785254356
bog,38,-61.47256883,-23.92373271,41.4402325,-60.67169292,-17.17791371,37.89967403,7.660485001
siphon,38,-62.21936592,-22.04645302,44.94768923,-60.67169292,-17.17791371,37.89967403,8.704739223
spew,38,-62.23135148,-22.65255104,44.49308446,-60.67169292,-17.17791371,37.89967403,8.710754833
seep,38,-62.18967749,-24.0092583,43.29109634,-60.67169292,-17.17791371,37.89967403,8.833967425
ooze,38,-63.11566893,-24.97721148,43.12972008,-60.67169292,-17.17791371,37.89967403,9.703372924
sift,38,-57.93527227,-9.933715121,31.9500611,-60.67169292,-17.17791371,37.89967403,9.765464923
drip,38,-63.33793655,-25.37752561,43.04696731,-60.67169292,-17.17791371,37.89967403,10.0417687
droop,38,-65.69332414,-24.88530824,42.46091658,-60.67169292,-17.17791371,37.89967403,10.26769906
dig,38,-55.01140364,-11.28975461,30.26382791,-60.67169292,-17.17791371,37.89967403,11.18103029
lay,38,-54.16975726,-11.33655373,30.35419161,-60.67169292,-17.17791371,37.89967403,11.54690256
taper,38,-68.79069137,-16.78080737,46.41032413,-60.67169292,-17.17791371,37.89967403,11.76889946
eke,38,-68.23275764,-15.80673225,47.76898695,-60.67169292,-17.17791371,37.89967403,12.50812439
shore,38,-52.3210528,-11.7043051,26.34137192,-60.67169292,-17.17791371,37.89967403,15.27376605
ward,38,-51.73251286,-12.24406315,22.87618041,-60.67169292,-17.17791371,37.89967403,18.16472357
stave,38,-51.45776744,-12.51620014,22.09228982,-60.67169292,-17.17791371,37.89967403,18.88124445
fend,38,-51.34804344,-12.62096409,21.74674408,-60.67169292,-17.17791371,37.89967403,19.19930664
suck,39,-49.34751754,-30.04870856,46.54061952,-50.34888971,-29.27282249,46.88222741,1.312037102
chew,39,-49.22290847,-29.99038952,46.66692291,-50.34888971,-29.27282249,46.88222741,1.352439358
tease,39,-50.27147017,-30.52219963,48.9208072,-50.34888971,-29.27282249,46.88222741,2.392225853
spit,39,-48.95780961,-31.56567624,45.97029133,-50.34888971,-29.27282249,46.88222741,2.832650627
swallow,39,-47.37477676,-29.24179786,47.70647967,-50.34888971,-29.27282249,46.88222741,3.086373619
curl,39,-54.19872266,-30.12615582,45.37891061,-50.34888971,-29.27282249,46.88222741,4.22011291
sniff,39,-47.25701762,-29.2017818,43.935432,-50.34888971,-29.27282249,46.88222741,4.271805589
shrug,39,-50.54859664,-30.67723809,50.98593354,-50.34888971,-29.27282249,46.88222741,4.341966143
crank,39,-46.29853373,-28.55844305,43.19083071,-50.34888971,-29.27282249,46.88222741,5.52649357
pluck,39,-56.50334381,-28.85155937,46.46688787,-50.34888971,-29.27282249,46.88222741,6.182820946
lash,39,-52.16545849,-23.81852223,49.37836168,-50.34888971,-29.27282249,46.88222741,6.267375828
drown,39,-52.10590139,-23.35476263,48.18267718,-50.34888971,-29.27282249,46.88222741,6.308858229
rattle,39,-51.17186635,-29.81911779,53.16401863,-50.34888971,-29.27282249,46.88222741,6.358980263
whip,39,-51.45308471,-24.02424422,50.30704251,-50.34888971,-29.27282249,46.88222741,6.36366081
choke,39,-52.32674134,-22.77015642,47.42909249,-50.34888971,-29.27282249,46.88222741,6.818770015
tick,39,-44.99083479,-28.19719184,42.66095973,-50.34888971,-29.27282249,46.88222741,6.905420676
sting,39,-46.94676876,-22.0752801,49.48347501,-50.34888971,-29.27282249,46.88222741,8.375292981
clog,39,-54.637874,-21.91865355,46.36125781,-50.34888971,-29.27282249,46.88222741,8.529396021
lick,39,-40.38946717,-31.27944885,44.61558809,-50.34888971,-29.27282249,46.88222741,10.40933717
rinse,39,-55.10675265,-36.97174063,41.46962419,-50.34888971,-29.27282249,46.88222741,10.54546698
gnaw,39,-60.81149248,-28.41288728,45.67092246,-50.34888971,-29.27282249,46.88222741,10.56753543
wash,39,-54.86165507,-37.61532768,41.48215682,-50.34888971,-29.27282249,46.88222741,10.91435781
mess,39,-44.30271456,-20.73601753,50.01710985,-50.34888971,-29.27282249,46.88222741,10.92065753
stick,39,-47.41459355,-40.3223845,43.89895408,-50.34888971,-29.27282249,46.88222741,11.81536432
tuck,39,-49.16399582,-40.46826931,43.03049696,-50.34888971,-29.27282249,46.88222741,11.89864826
thrash,39,-54.60203683,-21.41331371,54.80169093,-50.34888971,-29.27282249,46.88222741,11.9406466
bite,39,-38.75430394,-30.92232179,44.08793116,-50.34888971,-29.27282249,46.88222741,12.04007303
bathe,39,-55.98376928,-38.67526921,41.88249689,-50.34888971,-29.27282249,46.88222741,12.04803624
burrow,39,-62.39596857,-28.09438484,45.21354202,-50.34888971,-29.27282249,46.88222741,12.21905625
mire,39,-63.0632125,-28.56183887,45.38879172,-50.34888971,-29.27282249,46.88222741,12.82146061
comb,39,-47.60170626,-42.79467649,43.99924788,-50.34888971,-29.27282249,46.88222741,14.09606765
up,40,-28.08442156,-15.9655238,24.48108935,-29.62389691,-14.81344024,25.12461568,2.027660477
log,40,-29.07258912,-16.330534,22.9428209,-29.62389691,-14.81344024,25.12461568,2.71399009
back,40,-27.77428013,-17.14078524,25.28011916,-29.62389691,-14.81344024,25.12461568,2.976877274
blow,40,-28.11864229,-12.75472384,27.8071985,-29.62389691,-14.81344024,25.12461568,3.701399094
show,40,-25.54639516,-14.12098085,22.74046841,-29.62389691,-14.81344024,25.12461568,4.773853658
shut,40,-35.31287704,-16.00152031,25.3364809,-29.62389691,-14.81344024,25.12461568,5.815575303
tear,40,-35.47114563,-16.68810164,25.17388448,-29.62389691,-14.81344024,25.12461568,6.140610751
count,40,-26.80180951,-18.09941166,20.64809195,-29.62389691,-14.81344024,25.12461568,6.229048902
figure,40,-24.13024423,-10.89757417,25.67658067,-29.62389691,-14.81344024,25.12461568,6.768965365
pick,40,-30.47618652,-8.083905875,29.38172218,-29.62389691,-14.81344024,25.12461568,8.008494619
lock,40,-35.21982485,-12.22587632,30.48806455,-29.62389691,-14.81344024,25.12461568,8.171687727
preside,40,-25.15725249,-6.84875852,29.23252338,-29.62389691,-14.81344024,25.12461568,10.01309008
step,40,-31.40795223,-4.825094367,22.47957746,-29.62389691,-14.81344024,25.12461568,10.4855202
catch,40,-27.67462996,-16.13433412,36.06561055,-29.62389691,-14.81344024,25.12461568,11.19150441
shoot,40,-27.6396904,-16.47584798,37.25012015,-29.62389691,-14.81344024,25.12461568,12.39873113
tread,40,-33.2136526,-2.475869228,21.81733677,-29.62389691,-14.81344024,25.12461568,13.26801033
sneak,40,-18.35193351,-17.2371102,17.19551308,-29.62389691,-14.81344024,25.12461568,13.99292689
hunt,40,-26.99492231,-17.26537529,38.95463285,-29.62389691,-14.81344024,25.12461568,14.28960698
wake,40,-18.30653889,-18.22009847,16.48340749,-29.62389691,-14.81344024,25.12461568,14.64098329
sign,40,-19.59777672,-20.50716619,14.26776374,-29.62389691,-14.81344024,25.12461568,15.83707155
point,40,-17.91122248,-21.91651132,15.21011877,-29.62389691,-14.81344024,25.12461568,16.90968983
mark,40,-17.36769746,-22.85359107,15.84367236,-29.62389691,-14.81344024,25.12461568,17.349189
usher,40,-19.07901805,-18.66081605,10.9209533,-29.62389691,-14.81344024,25.12461568,18.10361278
phase,40,-16.64088513,-20.5747779,13.15495379,-29.62389691,-14.81344024,25.12461568,18.57483276
tap,40,-41.39149908,-11.7666578,10.25957179,-29.62389691,-14.81344024,25.12461568,19.20231429
dip,40,-43.15594139,-13.07582048,11.14448722,-29.62389691,-14.81344024,25.12461568,19.53406107
beat,41,-9.125102462,-21.37672336,36.44784347,-7.820873437,-19.28403016,33.69187145,3.698075168
play,41,-8.802847794,-20.42972745,38.16017348,-7.820873437,-19.28403016,33.69187145,4.716208111
pitch,41,-8.166733833,-21.50531932,38.11364197,-7.820873437,-19.28403016,33.69187145,4.960423312
exceed,41,-0.758050301,-20.42248283,22.01905366,-7.820873437,-19.28403016,33.69187145,13.69066179
surpass,41,-0.666368775,-21.23375858,22.14042494,-7.820873437,-19.28403016,33.69187145,13.7267729
match,41,-0.5926338,-21.91048783,22.22928394,-7.820873437,-19.28403016,33.69187145,13.80350103
glitter,42,-3.384132415,-53.08874888,58.94263549,-3.166180863,-51.64283928,63.73726003,5.012642207
shimmer,42,-3.427685884,-53.02478355,58.92262243,-3.166180863,-51.64283928,63.73726003,5.015863839
texture,42,1.061693794,-55.06773812,66.15505086,-3.166180863,-51.64283928,63.73726003,5.954038018
flavor,42,1.177175672,-54.89640663,66.77646163,-3.166180863,-51.64283928,63.73726003,6.219902962
tint,42,0.763413428,-56.59294979,66.5084857,-3.166180863,-51.64283928,63.73726003,6.901086657
taste,42,2.338792203,-54.20988376,67.35791162,-3.166180863,-51.64283928,63.73726003,7.071319802
flutter,42,-8.735099772,-46.8589402,58.88672944,-3.166180863,-51.64283928,63.73726003,8.799215597
flare,42,-11.62499785,-46.12538425,58.31572687,-3.166180863,-51.64283928,63.73726003,11.46241321
reign,43,-6.334062303,-29.56555622,40.71466618,-5.641416226,-29.27650155,40.68788812,0.751018143
triumph,43,-6.101103506,-29.24912784,41.89336025,-5.641416226,-29.27650155,40.68788812,1.290435885
sweep,43,-6.51233112,-29.74894503,43.64869166,-5.641416226,-29.27650155,40.68788812,3.122187246
homer,43,-5.021829395,-25.66691916,39.64526751,-5.641416226,-29.27650155,40.68788812,3.807890574
duel,43,-8.157446235,-31.64233705,38.95892597,-5.641416226,-29.27650155,40.68788812,3.862239598
foul,43,-5.115270124,-24.69638567,39.38322816,-5.641416226,-29.27650155,40.68788812,4.791286767
season,43,-1.324964285,-27.07530083,39.99659687,-5.641416226,-29.27650155,40.68788812,4.894376934
sprint,43,-8.891366333,-32.39110534,38.33936196,-5.641416226,-29.27650155,40.68788812,5.077253943
last,43,-0.731794456,-27.06778293,40.13216943,-5.641416226,-29.27650155,40.68788812,5.412175824
gallop,43,-9.589712895,-32.59593164,38.20403027,-5.641416226,-29.27650155,40.68788812,5.725138642
dash,43,-7.331606537,-30.7504661,46.03843793,-5.641416226,-29.27650155,40.68788812,5.801525498
round,43,0.315653198,-27.16809042,40.38793312,-5.641416226,-29.27650155,40.68788812,6.32629802
relay,43,-7.958006944,-33.94058877,36.85515949,-5.641416226,-29.27650155,40.68788812,6.46607384
beset,44,-30.48612303,-3.205941771,70.49616028,-30.4860305,-3.206049423,70.49613993,0.000143401
overrun,44,-30.48593798,-3.206157075,70.49611958,-30.4860305,-3.206049423,70.49613993,0.000143401
sob,45,-9.743295297,-11.27902351,83.85730138,-9.019267137,-11.52790117,81.51040932,2.468614841
wail,45,-9.841392063,-11.54235607,84.53423772,-9.019267137,-11.52790117,81.51040932,3.133629932
weep,45,-8.483107345,-11.75275778,78.42378448,-9.019267137,-11.52790117,81.51040932,3.140904443
laugh,45,-8.426387643,-10.31173007,78.1055149,-9.019267137,-11.52790117,81.51040932,3.663861927
joke,45,-8.405982673,-10.08304326,77.83799054,-9.019267137,-11.52790117,81.51040932,3.993794172
hum,45,-10.08958031,-13.32605609,86.34997324,-9.019267137,-11.52790117,81.51040932,5.272599961
exclaim,45,-8.464154988,-6.274796047,82.04468752,-9.019267137,-11.52790117,81.51040932,5.30930468
fool,45,-8.444737644,-9.413407452,75.5904724,-9.019267137,-11.52790117,81.51040932,6.312433837
growl,45,-10.32652613,-11.62391617,87.90159216,-9.019267137,-11.52790117,81.51040932,6.524213597
cry,45,-8.17283699,-5.069006471,82.07643997,-9.019267137,-11.52790117,81.51040932,6.538666186
whisper,45,-10.07795268,-10.82796301,88.13657171,-9.019267137,-11.52790117,81.51040932,6.746610746
roar,45,-11.00118036,-13.47672428,87.80019287,-9.019267137,-11.52790117,81.51040932,6.876573905
howl,45,-10.82760266,-12.54546654,88.07589404,-9.019267137,-11.52790117,81.51040932,6.885572322
whistle,45,-8.888662281,-14.39274248,87.9234743,-9.019267137,-11.52790117,81.51040932,7.025081904
chant,45,-9.786663234,-9.672361685,88.27238845,-9.019267137,-11.52790117,81.51040932,7.053813535
shout,45,-8.218557388,-4.370885797,83.47042059,-9.019267137,-11.52790117,81.51040932,7.463621734
scream,45,-8.122819538,-4.242927554,83.00515403,-9.019267137,-11.52790117,81.51040932,7.490575459
yell,45,-8.018034134,-3.484343566,83.3404697,-9.019267137,-11.52790117,81.51040932,8.309657485
cheer,45,-7.187456855,-3.158499127,79.07734181,-9.019267137,-11.52790117,81.51040932,8.906303218
boo,45,-6.903419852,-2.403834548,79.30944601,-9.019267137,-11.52790117,81.51040932,9.621311814
hug,45,-9.417565089,-20.08506781,74.27529973,-9.019267137,-11.52790117,81.51040932,11.21296361
kiss,45,-9.394080561,-20.28466445,74.30544908,-9.019267137,-11.52790117,81.51040932,11.34604955
nod,45,-9.264896087,-21.48511184,74.45135616,-9.019267137,-11.52790117,81.51040932,12.2080551
smile,45,-9.020200115,-23.2406574,74.7466718,-9.019267137,-11.52790117,81.51040932,13.52541328
frown,45,-8.954586502,-23.85018634,74.84810837,-9.019267137,-11.52790117,81.51040932,14.00818151
rebel,46,-2.434667366,-66.35549565,-37.73591091,-1.388510586,-65.28371356,-37.90902381,1.507689939
revolt,46,2.053297148,-66.90994452,-36.68581503,-1.388510586,-65.28371356,-37.90902381,3.998363082
war,46,2.347212792,-67.21491627,-37.40606607,-1.388510586,-65.28371356,-37.90902381,4.235344092
massacre,46,-2.078315127,-69.68953251,-37.74594717,-1.388510586,-65.28371356,-37.90902381,4.462472962
conflict,46,2.594603828,-67.27458224,-38.37912033,-1.388510586,-65.28371356,-37.90902381,4.477694641
dispute,46,3.17380672,-66.00983631,-39.35327879,-1.388510586,-65.28371356,-37.90902381,4.840234075
clash,46,2.271945637,-68.27711041,-39.30662275,-1.388510586,-65.28371356,-37.90902381,4.930785666
raid,46,-4.698416317,-69.56063158,-37.79010466,-1.388510586,-65.28371356,-37.90902381,5.409403435
attack,46,-5.235564528,-69.13634251,-37.4706044,-1.388510586,-65.28371356,-37.90902381,5.462122797
ambush,46,-4.738640179,-70.17926295,-38.26984891,-1.388510586,-65.28371356,-37.90902381,5.943060397
crash,46,-6.770602785,-68.18842711,-36.37134375,-1.388510586,-65.28371356,-37.90902381,6.30624589
feud,46,4.703233188,-67.03460703,-38.20091706,-1.388510586,-65.28371356,-37.90902381,6.345090373
mastermind,46,-4.870917405,-71.21030977,-39.08372583,-1.388510586,-65.28371356,-37.90902381,6.973637845
mass,46,1.778065151,-70.76927625,-34.595854,-1.388510586,-65.28371356,-37.90902381,7.148125224
fight,46,5.643036271,-64.7003819,-35.9082613,-1.388510586,-65.28371356,-37.90902381,7.333892395
battle,46,5.844953306,-65.13944286,-35.94621296,-1.388510586,-65.28371356,-37.90902381,7.496428507
struggle,46,6.604240795,-65.60124096,-35.73416761,-1.388510586,-65.28371356,-37.90902381,8.289444964
bomb,46,-10.88457297,-70.16806849,-36.19775914,-1.388510586,-65.28371356,-37.90902381,10.81483013
detonate,46,-10.88420124,-70.58790496,-36.82416012,-1.388510586,-65.28371356,-37.90902381,10.93066863
blast,46,-11.24809486,-69.74943529,-35.42414346,-1.388510586,-65.28371356,-37.90902381,11.1053457
protest,46,-0.990369651,-53.95086818,-43.02188036,-1.388510586,-65.28371356,-37.90902381,12.43918015
boycott,46,-0.921067904,-53.99818574,-43.14705601,-1.388510586,-65.28371356,-37.90902381,12.45064746
rally,46,-2.640732132,-52.2823843,-40.30902594,-1.388510586,-65.28371356,-37.90902381,13.28015932
assault,47,26.89290597,-77.64320048,-30.27437161,25.50024912,-78.04413147,-27.42120157,3.200127815
trespass,47,26.00118511,-79.7217595,-30.74593685,25.50024912,-78.04413147,-27.42120157,3.75755737
neglect,47,23.17866033,-81.23611391,-25.97197237,25.50024912,-78.04413147,-27.42120157,4.204615522
misuse,47,23.14994401,-81.68913684,-27.46333606,25.50024912,-78.04413147,-27.42120157,4.337254149
graft,47,23.91900598,-82.29836987,-25.15119469,25.50024912,-78.04413147,-27.42120157,5.074623672
arrest,47,28.44830655,-76.3754422,-31.21738787,25.50024912,-78.04413147,-27.42120157,5.087887277
drug,47,21.34307503,-81.34626623,-22.79216105,25.50024912,-78.04413147,-27.42120157,7.043735271
jail,47,29.80873583,-74.2811776,-32.40610604,25.50024912,-78.04413147,-27.42120157,7.587631526
bail,47,30.35828088,-75.04974769,-32.72913025,25.50024912,-78.04413147,-27.42120157,7.793645726
gun,47,20.27704588,-81.39581183,-21.34300076,25.50024912,-78.04413147,-27.42120157,8.686779513
parole,47,31.54141321,-72.32169148,-32.34499243,25.50024912,-78.04413147,-27.42120157,9.668800314
term,47,32.79072969,-70.75172398,-32.36748105,25.50024912,-78.04413147,-27.42120157,11.43660765
police,47,17.44654485,-81.20088936,-17.13227087,25.50024912,-78.04413147,-27.42120157,13.44207454
patrol,47,16.92634639,-81.20235214,-16.25257298,25.50024912,-78.04413147,-27.42120157,14.42998373
escort,47,16.5048225,-81.24639693,-15.53120789,25.50024912,-78.04413147,-27.42120157,15.24939847
hoard,48,16.97286717,-42.76246908,-29.56427087,19.15637725,-43.88368524,-32.0731642,3.509898534
bid,48,22.92487935,-46.98578612,-31.2341204,19.15637725,-43.88368524,-32.0731642,4.952638941
stake,48,22.92291208,-46.96777815,-31.1449523,19.15637725,-43.88368524,-32.0731642,4.955803771
deposit,48,16.26151814,-43.12235611,-26.92168522,19.15637725,-43.88368524,-32.0731642,5.957983475
cash,48,16.15758317,-41.90449689,-27.14855087,19.15637725,-43.88368524,-32.0731642,6.096045354
loan,48,17.22579151,-41.94173435,-26.62367646,19.15637725,-43.88368524,-32.0731642,6.09879096
exchange,48,15.03587682,-41.72034707,-27.85923421,19.15637725,-43.88368524,-32.0731642,6.278197342
default,48,16.21710177,-44.58075922,-26.49336242,19.15637725,-43.88368524,-32.0731642,6.345032742
repurchase,48,16.47226796,-40.21972802,-27.52492469,19.15637725,-43.88368524,-32.0731642,6.427714047
refund,48,20.69905025,-38.75514277,-28.45844081,19.15637725,-43.88368524,-32.0731642,6.461270234
venture,48,23.85415194,-47.00203655,-28.44021085,19.15637725,-43.88368524,-32.0731642,6.707574223
hedge,48,22.42398179,-46.04255843,-25.13482748,19.15637725,-43.88368524,-32.0731642,7.967338918
share,48,15.12735222,-41.31033865,-25.30460428,19.15637725,-43.88368524,-32.0731642,8.286649436
fund,48,22.11710374,-45.26287321,-24.44644739,19.15637725,-43.88368524,-32.0731642,8.296678256
bank,48,21.53771499,-44.70658104,-24.15171376,19.15637725,-43.88368524,-32.0731642,8.312478812
reserve,48,12.6650292,-38.66446085,-32.48690021,19.15637725,-43.88368524,-32.0731642,8.339609115
wage,48,24.84997643,-37.76987845,-36.69160133,19.15637725,-43.88368524,-32.0731642,9.545976454
discipline,48,20.15371789,-48.2564646,-41.11805158,19.15637725,-43.88368524,-32.0731642,10.09583455
syndicate,48,24.79477649,-45.3275374,-23.69420952,19.15637725,-43.88368524,-32.0731642,10.20211432
tax,48,25.79362495,-37.4529055,-36.80276112,19.15637725,-43.88368524,-32.0731642,10.38157368
labor,48,18.83495904,-48.82042129,-41.2957828,19.15637725,-43.88368524,-32.0731642,10.4657234
contract,48,12.83419641,-37.18272424,-37.52968406,19.15637725,-43.88368524,-32.0731642,10.70730862
trade,48,18.33256838,-49.18140509,-41.43761952,19.15637725,-43.88368524,-32.0731642,10.79062185
excise,48,26.33704576,-37.43310873,-37.03529614,19.15637725,-43.88368524,-32.0731642,10.85332625
lease,48,11.87072892,-36.4508248,-37.14844829,19.15637725,-43.88368524,-32.0731642,11.57957661
rent,48,11.55503199,-36.22257175,-36.91112979,19.15637725,-43.88368524,-32.0731642,11.82704615
levy,48,27.3560253,-37.41581683,-37.65028355,19.15637725,-43.88368524,-32.0731642,11.83941764
grant,48,24.26990795,-33.47568217,-35.76459227,19.15637725,-43.88368524,-32.0731642,12.16969043
sum,48,17.73468575,-56.7986448,-24.78110961,19.15637725,-43.88368524,-32.0731642,14.89937743
lump,48,17.83311257,-56.79450422,-24.25813038,19.15637725,-43.88368524,-32.0731642,15.14975346
bundle,48,18.18108864,-56.73246969,-22.48616407,19.15637725,-43.88368524,-32.0731642,16.06091596
stretch,49,-2.136436226,-63.77461196,17.82701224,-2.528583091,-64.25296386,21.84961874,4.069884858
beam,49,-6.282572351,-67.26446734,20.67620656,-2.528583091,-64.25296386,21.84961874,4.953633485
line,49,0.087522433,-64.87160028,16.92155322,-2.528583091,-64.25296386,21.84961874,5.613603914
hole,49,-4.095424179,-66.10233996,16.48553152,-2.528583091,-64.25296386,21.84961874,5.886307391
trail,49,0.937693809,-65.93279723,17.33382102,-2.528583091,-64.25296386,21.84961874,5.935431305
wall,49,-5.465267266,-67.20293575,17.53250576,-2.528583091,-64.25296386,21.84961874,5.99699196
bottom,49,-2.842259165,-65.87318179,16.06010764,-2.528583091,-64.25296386,21.84961874,6.020127704
fence,49,-5.340585752,-67.05557154,17.20178971,-2.528583091,-64.25296386,21.84961874,6.112633107
ditch,49,-6.377296268,-66.76469714,15.50648903,-2.528583091,-64.25296386,21.84961874,7.833051241
base,49,2.428105422,-63.03745219,15.80180582,-2.528583091,-64.25296386,21.84961874,7.913423459
fan,49,3.713926067,-63.04449764,17.09147913,-2.528583091,-64.25296386,21.84961874,7.941612163
plate,49,-0.015462718,-60.13594364,29.24521627,-2.528583091,-64.25296386,21.84961874,8.829523904
pit,49,-7.369312183,-66.49095171,14.60682649,-2.528583091,-64.25296386,21.84961874,8.994403114
batter,49,-0.060962739,-59.81880401,29.50324777,-2.528583091,-64.25296386,21.84961874,9.183080157
barricade,49,-7.723443009,-69.61493347,15.31828635,-2.528583091,-64.25296386,21.84961874,9.919455151
bat,49,-0.30572279,-58.76813441,29.9959627,-2.528583091,-64.25296386,21.84961874,10.06913014
crest,49,-8.620721874,-65.58762459,13.89144895,-2.528583091,-64.25296386,21.84961874,10.11078338
rear,49,-8.24967727,-71.91563085,14.64370991,-2.528583091,-64.25296386,21.84961874,11.97382588
deck,49,-8.305848296,-72.08838734,14.51852703,-2.528583091,-64.25296386,21.84961874,12.18669603
edge,49,-1.348849094,-73.71974644,14.04880957,-2.528583091,-64.25296386,21.84961874,12.3233262
side,49,-2.676738364,-74.2159631,14.24786888,-2.528583091,-64.25296386,21.84961874,12.53275328
foot,49,-4.944903492,-74.76336675,15.16551206,-2.528583091,-64.25296386,21.84961874,12.68796498
flank,49,-6.278378818,-75.52314887,17.12166269,-2.528583091,-64.25296386,21.84961874,12.78403718
slap,49,-6.535040533,-52.47000594,27.35743033,-2.528583091,-64.25296386,21.84961874,13.60976808
swipe,49,-5.409008409,-51.57872471,26.94821526,-2.528583091,-64.25296386,21.84961874,13.96169311
stab,49,-8.29699972,-53.15225527,28.22884793,-2.528583091,-64.25296386,21.84961874,14.04261111
snag,49,-4.456611591,-50.67548931,26.72092354,-2.528583091,-64.25296386,21.84961874,14.55316871
sideline,49,4.484699518,-54.21886433,12.82255567,-2.528583091,-64.25296386,21.84961874,15.21042912
field,49,6.301164642,-55.13752856,13.04773299,-2.528583091,-64.25296386,21.84961874,15.44437757
track,49,7.54954637,-55.3467539,13.09350578,-2.528583091,-64.25296386,21.84961874,16.04863806
distance,49,8.965081841,-55.55473735,13.16003649,-2.528583091,-64.25296386,21.84961874,16.8306957
patch,49,-12.84855268,-73.99212247,31.3696383,-2.528583091,-64.25296386,21.84961874,17.08753215
tattoo,49,-10.80405274,-74.49343136,36.0876886,-2.528583091,-64.25296386,21.84961874,19.39260698
blindfold,49,-10.88014995,-74.50756117,36.11765139,-2.528583091,-64.25296386,21.84961874,19.45461875
warrant,50,54.62409527,-15.69722849,-2.597436594,57.3392128,-15.21299279,-0.167140769,3.675960448
file,50,55.98921695,-11.39172519,1.201160933,57.3392128,-15.21299279,-0.167140769,4.277478739
charge,50,54.73634555,-15.8043939,-3.543610865,57.3392128,-15.21299279,-0.167140769,4.304093803
submit,50,55.84092224,-11.23064522,0.91119085,57.3392128,-15.21299279,-0.167140769,4.389392425
commit,50,55.44699362,-15.60093447,-4.920346783,57.3392128,-15.21299279,-0.167140769,5.130688021
omit,50,57.80088291,-11.21289229,4.126272617,57.3392128,-15.21299279,-0.167140769,5.886199263
publish,50,55.40134559,-9.462248682,-0.562050963,57.3392128,-15.21299279,-0.167140769,6.081310808
document,50,55.90032885,-18.55547773,5.103772747,57.3392128,-15.21299279,-0.167140769,6.405085629
mention,50,58.49283005,-11.89981654,6.323860878,57.3392128,-15.21299279,-0.167140769,7.378419346
request,50,53.98279298,-21.55306777,1.850681815,57.3392128,-15.21299279,-0.167140769,7.452094522
letter,50,55.36466401,-19.67194054,5.78301215,57.3392128,-15.21299279,-0.167140769,7.693203347
address,50,58.5869581,-12.74109591,7.213985188,57.3392128,-15.21299279,-0.167140769,7.883410614
answer,50,58.55318859,-13.80145051,7.963167995,57.3392128,-15.21299279,-0.167140769,8.340749932
reply,50,58.44790279,-14.24871477,8.094069154,57.3392128,-15.21299279,-0.167140769,8.390864974
copy,50,55.81555224,-20.47922304,6.305579315,57.3392128,-15.21299279,-0.167140769,8.482383384
note,50,53.44110104,-19.81486467,6.076915014,57.3392128,-15.21299279,-0.167140769,8.681055967
release,50,48.37407453,-16.059168,-0.263177425,57.3392128,-15.21299279,-0.167140769,9.005494966
account,50,49.44912705,-18.22459681,-3.426749473,57.3392128,-15.21299279,-0.167140769,9.052527864
report,50,48.70888483,-17.76563206,-1.59305443,57.3392128,-15.21299279,-0.167140769,9.112176344
estimate,50,49.38144062,-18.98470415,-5.279517027,57.3392128,-15.21299279,-0.167140769,10.18274696
date,50,47.11929196,-14.11563795,0.318352107,57.3392128,-15.21299279,-0.167140769,10.29012502
forecast,50,49.37134107,-19.09145075,-5.539223175,57.3392128,-15.21299279,-0.167140769,10.36285122
notice,50,46.95372448,-14.20533002,2.580959302,57.3392128,-15.21299279,-0.167140769,10.79007905
bound,50,46.59531412,-13.93254966,3.398750153,57.3392128,-15.21299279,-0.167140769,11.39238655
downgrade,50,46.55370723,-19.11738219,-0.329196378,57.3392128,-15.21299279,-0.167140769,11.47160185
matter,50,68.90999224,-27.51503609,-3.797068727,57.3392128,-15.21299279,-0.167140769,17.27424625
question,50,68.87172472,-27.61761802,-3.918851691,57.3392128,-15.21299279,-0.167140769,17.34787864
reissue,50,65.80672169,0.411270552,-3.968875523,57.3392128,-15.21299279,-0.167140769,18.17331832
reprint,50,65.84853738,0.533123265,-3.980091337,57.3392128,-15.21299279,-0.167140769,18.29992808
subject,50,67.96370839,-29.70665586,-3.638686973,57.3392128,-15.21299279,-0.167140769,18.30294536
issue,50,68.29572699,-29.28321494,-5.016135794,57.3392128,-15.21299279,-0.167140769,18.48050614
debate,50,68.32821476,-29.40135271,-5.576950039,57.3392128,-15.21299279,-0.167140769,18.74389921
co-produce,50,66.33092649,1.985506595,-4.101759913,57.3392128,-15.21299279,-0.167140769,19.80203333
narrate,50,67.27766037,6.450680508,-3.835212504,57.3392128,-15.21299279,-0.167140769,24.11518673
dub,50,67.56732762,6.987088501,-3.796398464,57.3392128,-15.21299279,-0.167140769,24.7109177
mistake,51,29.02160088,-25.49122062,16.97239934,28.15956792,-19.99177156,19.17202159,5.985430546
reason,51,29.76995381,-27.07678961,17.64332431,28.15956792,-19.99177156,19.17202159,7.424805647
excuse,51,29.24392066,-27.4244784,18.21580302,28.15956792,-19.99177156,19.17202159,7.572008042
result,51,29.07519495,-21.35429865,11.71854339,28.15956792,-19.99177156,19.17202159,7.632115711
impact,51,30.31780152,-22.55194434,10.51329917,28.15956792,-19.99177156,19.17202159,9.283637804
progress,51,32.15211788,-22.10708922,10.3914454,28.15956792,-19.99177156,19.17202159,9.874894545
